"","length_hostname","ip","special_char","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","nb_subdomains","prefix_suffix","nb_redirection","char_repeat","shortest_words_raw","phish_hints","domain_registration_length","domain_age","web_traffic","google_index","page_rank","status"
"4272",19,"0",7,1,0,0,0,"1",0,0,2,"0",1,3,3,0,6.95272864462487,7721,7.30854279753919,"0",5,"0"
"4274",15,"0",9,1,0,0,0,"0",0.069767442,0,2,"0",0,3,1,0,5.32787616878958,5639,1.09861228866811,"0",10,"0"
"4275",15,"0",9,1,0,0,0,"1",0,0,2,"0",1,4,2,0,7.2591161280971,5884,5.2040066870768,"0",6,"0"
"4279",19,"0",9,1,0,0,0,"0",0,0,3,"1",0,3,2,0,6.82979373751242,7477,14.6911351165108,"0",0,"1"
"4282",27,"0",8,1,0,0,0,"1",0,0,2,"1",0,3,2,0,4.44265125649032,3934,0,"1",0,"1"
"4283",28,"0",6,0,0,0,0,"1",0,0,2,"0",1,2,6,0,6.9555926083963,5160,0,"0",8,"0"
"4284",19,"0",7,1,0,0,0,"1",0,0,3,"0",1,3,3,0,6.24416690066374,8252,14.9888078427519,"0",4,"0"
"4285",17,"0",9,0,1,0,0,"1",0,0,3,"0",1,0,4,0,3.93182563272433,7986,5.85507192220243,"1",6,"0"
"4286",19,"0",8,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.65248918026865,2273,15.5150576941022,"0",3,"0"
"4288",25,"0",9,0,0,0,0,"0",0,0,2,"1",0,1,1,0,6.95749737087695,5158,13.4624348433075,"0",8,"0"
"4289",14,"0",9,1,1,0,0,"1",0,0,2,"0",1,3,3,0,0,10055,11.6752653784456,"0",4,"0"
"4290",19,"0",14,1,0,0,0,"0",0.16,0,2,"0",0,4,2,0,7.70165236264223,9111,7.00669522683704,"0",8,"0"
"4291",17,"0",10,0,0,0,0,"0",0,0,2,"0",0,0,3,0,5.33271879326537,7830,9.30764855444318,"0",5,"0"
"4292",14,"1",9,0,0,0,0,"1",0.177777778,0,3,"0",2,1,2,0,4.99043258677874,7160,7.75662333453886,"1",3,"0"
"4295",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.99645208861902,1424,14.996528913218,"0",3,"0"
"4296",24,"0",5,0,0,0,0,"1",0,0,2,"0",1,1,8,0,5.92692602597041,7295,0,"1",5,"1"
"4297",11,"1",11,0,0,0,0,"1",0.336633663,0,2,"1",0,5,2,3,3.29583686600433,340,0,"1",0,"1"
"4298",24,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"4300",17,"1",13,0,0,0,0,"1",0.28358209,0,3,"0",1,5,1,0,5.42934562895444,9635,5.00394630594546,"0",7,"0"
"4302",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.62273632394984,6919,13.0942190143718,"0",4,"0"
"4304",14,"0",7,0,0,0,0,"1",0,0,2,"0",1,0,4,0,3.40119738166216,7276,12.4896149107926,"0",4,"0"
"4305",20,"0",10,0,0,0,0,"1",0,0,2,"0",0,1,3,1,6.361302477573,6362,16.1685684938676,"1",0,"1"
"4306",13,"0",8,0,0,0,0,"1",0.047619048,0,2,"0",0,0,1,1,5.68017260901707,1899,13.1377878069136,"0",1,"1"
"4307",27,"0",5,0,0,0,0,"1",0,0,2,"0",1,1,7,0,5.52146091786225,6325,15.1895392524085,"0",5,"0"
"4309",42,"1",13,0,1,0,0,"0",0.2,0,3,"0",1,1,2,0,2.70805020110221,4003,15.5762295511474,"1",0,"1"
"4311",16,"0",11,0,0,0,0,"0",0.071428571,0,2,"0",0,1,1,1,7.9976631270201,8348,0.693147180559945,"1",10,"1"
"4313",25,"0",6,0,0,0,0,"0",0.216216216,0.32,2,"0",0,2,3,0,4.81218435537242,1338,10.0083879623615,"1",6,"1"
"4314",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.67959918584438,7970,0,"0",2,"0"
"4315",22,"0",8,1,0,0,0,"1",0,0,2,"0",0,7,3,0,3.04452243772342,385,0,"1",0,"1"
"4316",20,"0",8,0,0,0,0,"1",0,0,2,"1",0,0,3,2,6.27664348934164,3851,0,"1",0,"1"
"4318",18,"0",11,1,0,0,0,"1",0,0,2,"0",1,3,2,0,4.9272536851572,3515,8.6079475546847,"0",5,"0"
"4319",16,"0",11,0,0,0,0,"0",0,0,2,"1",1,1,2,2,7.9976631270201,8348,0.693147180559945,"0",10,"1"
"4320",28,"0",8,1,0,0,0,"1",0,0,3,"1",0,3,3,0,5.54907608489522,5588,14.9555453008406,"0",3,"0"
"4321",16,"1",9,0,0,0,0,"0",0.045454545,0,3,"0",0,42,2,0,5.6021188208797,7765,3.49650756146648,"0",5,"1"
"4323",18,"0",7,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.17472430983638,4172,7.23056315340929,"0",8,"0"
"4324",13,"0",10,1,0,0,0,"0",0,0,3,"0",2,5,3,0,4.07753744390572,6882,9.56969173111832,"1",6,"0"
"4325",42,"1",13,0,1,0,0,"1",0.159663866,0,3,"0",1,1,2,0,2.77258872223978,4003,15.5762295511474,"1",0,"1"
"4327",21,"0",9,0,0,0,0,"1",0.052631579,0,3,"0",0,1,4,1,0,12710,7.01301578963963,"0",6,"0"
"4328",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.61312810638807,3744,14.9515290941252,"0",2,"0"
"4330",31,"1",10,0,1,0,0,"0",0.153846154,0.322580645,3,"0",0,1,1,0,5.3890717298165,5626,0,"1",5,"1"
"4332",15,"0",9,1,0,0,0,"1",0,0,2,"0",0,3,1,0,5.46806014113513,8896,12.2855813645033,"0",4,"0"
"4334",16,"1",12,0,0,0,0,"0",0.161290323,0,2,"0",1,3,1,0,5.36597601502185,12207,3.93182563272433,"1",8,"0"
"4335",21,"0",8,1,1,0,0,"1",0,0,2,"0",1,7,3,0,6.2709884318583,3746,13.5602621158742,"1",4,"0"
"4336",15,"1",11,0,1,0,0,"0",0.070707071,0,2,"1",0,2,1,1,7.99833539595298,8347,0.693147180559945,"1",10,"1"
"4337",31,"1",8,0,0,0,0,"0",0.25,0.322580645,3,"0",0,1,1,0,5.38449506278909,5627,0,"1",5,"1"
"4338",21,"0",12,1,0,0,0,"1",0,0,2,"0",3,3,3,1,5.80513496891649,6244,10.1374523424819,"1",5,"0"
"4340",13,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.20859002609663,8268,13.5201121241569,"0",4,"0"
"4341",17,"0",17,0,0,0,0,"1",0.095238095,0,3,"0",1,2,3,0,5.59842195899838,9229,8.74735207762435,"1",6,"0"
"4343",31,"0",8,0,0,0,0,"1",0,0,2,"1",1,0,3,0,4.15888308335967,2128,9.75115189123243,"1",4,"0"
"4344",42,"1",13,0,1,0,0,"1",0.222222222,0,3,"0",0,1,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"4345",27,"0",14,0,1,0,0,"1",0.05952381,0,3,"0",1,4,3,0,7.82803803212583,6256,6.5366915975913,"0",6,"0"
"4346",12,"1",11,0,0,0,0,"1",0.234042553,0,3,"0",0,1,1,0,4.59511985013459,3386,0,"1",1,"1"
"4347",14,"0",10,0,0,0,0,"1",0.019230769,0,3,"1",0,2,1,0,5.71702770140622,62,0,"1",0,"1"
"4348",19,"0",6,0,0,0,0,"1",0.03030303,0.052631579,2,"0",0,0,4,0,5.24702407216049,177,0,"0",0,"1"
"4349",20,"0",10,1,0,0,0,"1",0,0,3,"0",0,4,3,0,5.08759633523238,204,0,"0",0,"1"
"4350",13,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.98139158158007,3738,10.7841096551308,"0",5,"0"
"4352",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.57594910314632,6311,11.8746894378073,"0",4,"0"
"4353",14,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.6004023345004,5307,11.1174057372079,"0",5,"0"
"4354",27,"0",9,0,0,0,0,"1",0,0,1,"1",1,1,2,2,3.29583686600433,339,0,"1",0,"1"
"4355",17,"0",8,1,0,0,0,"1",0,0,2,"0",0,3,2,1,5.61312810638807,6302,0,"1",2,"1"
"4356",18,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,4,0,7.66011431917393,5184,9.73979145986534,"0",6,"0"
"4357",12,"0",11,1,0,0,0,"0",0.035714286,0,3,"0",0,4,3,0,7.42892719480227,7448,15.5294718957939,"0",4,"0"
"4358",26,"0",5,0,0,0,0,"1",0.121212121,0.153846154,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"4359",22,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.16478597392351,6108,13.2985478071669,"0",4,"0"
"4361",15,"1",15,0,0,0,0,"1",0.27607362,0,3,"0",0,6,1,3,5.53733426701854,2668,0,"1",0,"1"
"4362",11,"1",13,0,1,0,0,"1",0.186440678,0,3,"1",0,9,3,2,5.46806014113513,495,0,"1",0,"1"
"4363",30,"0",14,0,0,0,0,"1",0.095238095,0,3,"0",1,1,2,0,3.58351893845611,5443,0,"1",2,"0"
"4364",27,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.85220247977447,3306,0,"0",3,"0"
"4365",32,"0",7,0,0,0,0,"1",0,0,2,"1",0,1,4,0,6.85435450225502,7087,9.80399865403539,"1",3,"1"
"4366",11,"0",10,1,0,0,0,"1",0,0,2,"0",1,3,3,0,6.24027584517077,9714,7.79069603117474,"0",7,"0"
"4367",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80461452006262,7134,2.63905732961526,"0",7,"0"
"4368",17,"0",12,0,0,0,0,"1",0,0,1,"0",1,1,2,0,5.08759633523238,2761,15.3105590947582,"0",1,"0"
"4369",17,"0",8,0,0,0,0,"1",0,0,2,"0",0,0,2,0,5.56452040732269,7410,0,"1",0,"1"
"4372",15,"0",10,1,1,0,0,"1",0.020408163,0,3,"1",0,3,1,0,7.76726399675731,5308,10.9328212146075,"0",5,"0"
"4376",27,"0",6,1,0,0,0,"1",0,0,3,"0",0,3,3,0,4.79579054559674,246,0,"0",0,"1"
"4377",33,"0",8,1,0,0,0,"0",0,0,3,"0",0,4,3,0,5.89989735358249,1,0,"1",0,"1"
"4378",23,"0",11,1,0,0,0,"1",0,0,3,"1",1,3,2,3,5.26269018890489,2364,0,"1",2,"1"
"4379",16,"1",9,0,0,0,0,"0",0.060606061,0,3,"0",0,41,2,0,5.60947179518496,7764,3.49650756146648,"0",5,"1"
"4381",14,"0",14,1,1,0,1,"0",0.05,0,3,"0",0,4,2,0,6.95749737087695,5158,4.74493212836325,"1",8,"0"
"4382",29,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.56452040732269,6314,0,"0",3,"0"
"4383",25,"0",6,1,0,0,0,"1",0,0,2,"0",0,5,3,0,5.62762111369064,1549,15.534762235605,"0",2,"0"
"4385",19,"0",9,0,0,0,0,"1",0,0,2,"0",0,0,2,2,5.30330490805908,7834,14.0505162747769,"1",4,"1"
"4386",16,"1",15,1,0,1,1,"1",0.123287671,0,3,"0",0,6,1,0,5.04342511691925,2403,13.5801286728132,"0",3,"1"
"4389",11,"0",10,1,0,0,0,"0",0,0,2,"0",1,3,3,0,7.54802896993501,7867,7.6251071482389,"1",6,"0"
"4390",11,"0",5,0,0,0,0,"0",0,0,1,"0",0,2,7,0,5.19295685089021,7491,4.15888308335967,"0",10,"0"
"4391",22,"1",13,0,0,0,0,"1",0.301075269,0,1,"1",2,3,1,2,5.55295958492162,2300,0,"1",2,"1"
"4393",14,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,4.9416424226093,6070,15.2740269711509,"0",2,"0"
"4395",14,"0",8,1,0,0,0,"1",0,0,2,"0",2,4,3,0,5.30330490805908,8199,16.1842845282587,"1",3,"0"
"4396",30,"0",7,0,0,0,0,"0",0.066666667,0.1,3,"0",0,4,2,0,6.4707995037826,1546,8.44891435066294,"1",2,"1"
"4398",26,"0",8,1,0,0,0,"1",0,0,2,"1",1,3,3,0,5.54126354515843,1949,0,"1",2,"1"
"4399",14,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,2,0,2.99573227355399,711,14.5314646718995,"0",2,"1"
"4400",40,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,8,0,5.92425579741453,7296,0,"1",5,"1"
"4402",11,"0",7,1,0,0,0,"1",0,0,2,"0",2,4,3,0,0,2480,0,"1",1,"1"
"4403",16,"0",9,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80461452006262,7134,2.56494935746154,"0",7,"0"
"4404",13,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,7.01121398735037,6197,12.5710733340694,"0",3,"0"
"4405",16,"0",7,0,0,0,0,"1",0,0,1,"0",1,0,3,0,5.25749537202778,539,0,"0",0,"1"
"4406",16,"0",6,1,0,0,0,"1",0,0,2,"0",3,3,3,0,4.72738781871234,5001,0,"0",3,"0"
"4408",17,"0",12,1,0,0,0,"1",0.096774194,0,3,"0",0,6,2,0,5.6021188208797,4478,14.628090967418,"0",4,"0"
"4410",24,"0",7,0,0,0,0,"1",0,0,1,"1",1,1,5,0,5.02388052084628,2770,12.6558480569289,"0",4,"0"
"4411",23,"0",15,1,0,0,0,"1",0.042553191,0,3,"1",1,6,2,2,5.98141421125448,1797,0,"1",0,"1"
"4412",50,"1",13,0,1,0,0,"0",0.204724409,0,3,"1",1,9,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"4413",36,"0",7,0,0,0,0,"1",0,0,3,"0",1,1,7,0,5.2040066870768,4202,0,"1",0,"1"
"4414",21,"0",6,0,0,0,0,"1",0.172413793,0.238095238,2,"0",0,2,7,0,3.61091791264422,7634,10.8988851697233,"0",6,"1"
"4415",21,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.64544689764324,3735,12.0183505319461,"0",5,"0"
"4416",14,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,2,0,2.99573227355399,711,14.5314646718995,"0",2,"1"
"4418",50,"1",13,0,1,0,0,"1",0.166666667,0,3,"1",1,2,2,0,2.77258872223978,4003,15.5762295511474,"1",0,"1"
"4420",26,"0",8,0,0,0,0,"1",0,0,2,"0",0,0,7,0,5.35185813347607,2346,12.3975934260845,"1",2,"0"
"4421",10,"0",9,0,0,0,0,"1",0.085106383,0,2,"0",0,3,3,0,0,6890,11.0766505724685,"0",6,"0"
"4423",28,"1",8,0,0,0,0,"1",0.2,0.321428571,3,"0",0,1,1,0,5.3890717298165,5626,0,"1",5,"1"
"4425",22,"0",7,1,0,0,0,"1",0,0,2,"0",0,3,1,0,5.11198778835654,1661,0,"0",2,"1"
"4427",18,"0",13,1,0,0,0,"1",0,0,3,"1",0,4,2,0,5.64190707093811,5198,11.3205172080252,"1",3,"0"
"4428",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.4380793089232,6763,0,"0",2,"0"
"4429",19,"1",29,0,4,1,2,"0",0.155462185,0,3,"0",0,11,3,1,7.99867136101578,8346,0.693147180559945,"0",10,"1"
"4430",10,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.52146091786225,8600,13.3170597164319,"0",4,"0"
"4432",15,"0",11,0,0,0,0,"1",0,0,1,"0",1,0,3,0,6.71780469502369,2095,13.75677490093,"0",2,"0"
"4434",10,"0",12,0,0,0,0,"0",0,0,1,"0",0,0,3,0,4.45434729625351,3567,0,"1",0,"1"
"4435",16,"0",9,0,0,0,0,"0",0,0,3,"0",0,1,3,1,7.99799931797973,8347,0.693147180559945,"0",10,"0"
"4436",15,"0",7,1,0,0,0,"0",0,0,2,"0",0,3,1,0,5.32787616878958,5639,1.09861228866811,"0",10,"0"
"4437",19,"0",10,0,0,0,0,"1",0.014705882,0,2,"0",3,0,1,1,5.52146091786225,1576,0,"1",0,"1"
"4440",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,1,2,0,6.80793494369993,7131,2.56494935746154,"0",7,"0"
"4442",42,"1",9,0,1,0,0,"0",0.086956522,0,3,"0",1,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"4443",7,"0",6,0,0,0,0,"0",0.14893617,0.142857143,1,"0",1,0,1,0,3.58351893845611,2521,13.3578338392084,"1",7,"1"
"4445",30,"0",10,0,0,0,0,"1",0.026315789,0.033333333,3,"0",0,1,2,0,4.36944785246702,1017,0,"1",0,"1"
"4446",12,"0",11,1,0,0,0,"1",0.033898305,0,3,"0",1,3,1,0,0,11271,10.1634257996788,"0",5,"0"
"4447",23,"0",8,0,0,0,0,"1",0.075,0.130434783,3,"1",0,5,2,1,6.46925031679577,1547,8.4424696452203,"1",2,"1"
"4450",19,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.0998664278242,1297,0,"0",0,"0"
"4453",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.84932477994686,5027,11.7828991656411,"0",5,"0"
"4454",23,"0",7,0,0,0,0,"1",0,0,2,"1",1,0,4,0,5.88887795833288,7309,0,"1",5,"1"
"4455",7,"0",9,0,0,0,0,"1",0.029411765,0.142857143,1,"1",1,0,3,0,4.91998092582813,6438,0,"1",3,"0"
"4457",32,"1",12,0,0,0,0,"0",0.175675676,0.40625,3,"1",0,5,3,0,6.48616078894409,1536,8.42485858021344,"1",2,"1"
"4458",31,"0",7,0,0,0,0,"1",0.0625,0.096774194,3,"0",0,4,3,1,6.46925031679577,1547,8.4424696452203,"1",2,"1"
"4459",37,"0",9,1,0,0,0,"1",0,0,2,"0",0,4,3,0,7.34536484041687,2105,0,"0",0,"1"
"4461",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,3.29583686600433,1801,13.4121617089993,"0",2,"0"
"4463",22,"0",7,0,0,0,0,"0",0,0,2,"0",0,0,2,0,5.5683445037611,834,14.5816814087493,"1",1,"1"
"4464",23,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,6.25575004175337,4594,0,"0",2,"0"
"4465",23,"0",7,0,0,1,0,"0",0.090909091,0.130434783,2,"0",0,1,8,0,5.92692602597041,7295,0,"1",5,"1"
"4466",42,"0",11,0,0,0,0,"1",0.08,0.095238095,2,"0",0,0,3,0,5.3890717298165,5992,0,"0",5,"1"
"4467",27,"0",9,1,0,0,0,"1",0,0,2,"0",1,4,3,2,8.08917567883756,2950,12.8206283565276,"0",4,"0"
"4469",18,"0",7,1,0,0,0,"0",0,0,2,"1",1,3,3,1,6.33859407820318,896,13.0333441678855,"0",2,"1"
"4470",15,"0",14,0,1,0,0,"1",0.023255814,0,3,"0",0,1,2,0,5.79909265446053,35,0,"1",0,"1"
"4471",17,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.82894561761021,4774,0,"0",1,"0"
"4472",50,"1",14,0,1,0,0,"0",0.222222222,0,3,"1",0,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"4473",46,"1",14,1,1,0,0,"0",0.193548387,0,3,"0",0,6,2,0,3.25809653802148,3992,15.5572341874912,"1",0,"1"
"4474",15,"0",7,1,0,0,0,"0",0.069767442,0,2,"0",0,4,1,0,5.33753807970132,5636,1.09861228866811,"0",10,"0"
"4475",14,"1",9,0,0,0,0,"1",0.159090909,0,3,"0",2,0,2,0,4.99043258677874,7160,7.76599307940768,"1",3,"0"
"4476",31,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,10,0,7.58933582317062,7155,12.4335826499976,"0",4,"0"
"4478",6,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,3,0,6.1246833908942,5387,0,"1",1,"1"
"4481",26,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,6,0,6.95749737087695,5158,0,"0",8,"0"
"4482",22,"0",7,1,0,0,0,"0",0,0,2,"1",0,4,3,0,5.88887795833288,6946,13.6269954607348,"0",4,"0"
"4483",25,"1",50,0,1,0,1,"0",0.356115108,0,3,"0",0,141,1,2,5.85793315448346,6590,3.43398720448515,"1",4,"0"
"4485",22,"0",8,1,0,0,0,"0",0,0,2,"1",0,4,3,0,7.77106708606541,7856,11.9360995068592,"0",4,"0"
"4486",17,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.49828214947643,2258,12.9424325605129,"0",3,"0"
"4487",34,"0",5,0,0,0,0,"1",0,0,1,"0",1,1,3,0,4.7361984483945,3175,0,"0",0,"1"
"4490",16,"0",9,0,0,0,0,"1",0.211538462,0.0625,2,"0",0,0,3,0,0,2345,0,"1",0,"1"
"4491",12,"0",7,1,0,0,0,"1",0,0,2,"1",0,4,2,0,5.24702407216049,4193,14.5680401773861,"0",1,"0"
"4492",13,"0",10,1,0,0,0,"0",0,0,2,"1",1,3,2,0,5.01727983681492,6382,12.2080906080735,"1",3,"1"
"4494",18,"0",11,1,0,0,0,"0",0.048780488,0,2,"0",0,4,3,0,6.89365635460264,5223,4.91998092582813,"0",8,"0"
"4496",18,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.47227067367148,7432,14.2000563755399,"0",5,"0"
"4497",14,"0",8,0,0,0,0,"0",0.103448276,0,3,"0",0,0,1,0,7.72400465667607,8756,11.3395596852188,"0",5,"0"
"4498",17,"0",8,0,0,0,0,"1",0,0,3,"1",0,0,2,0,5.89989735358249,6211,0,"1",0,"1"
"4499",10,"1",9,0,0,0,0,"1",0.404255319,0,2,"1",0,1,3,0,0,199,0,"0",0,"1"
"4500",17,"0",18,0,1,0,0,"1",0,0,3,"1",0,8,2,4,4.94875989037817,4609,0,"1",3,"1"
"4502",12,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.00635315960173,8725,12.5689155285639,"0",4,"0"
"4503",15,"0",8,0,0,0,0,"0",0,0,1,"0",0,0,3,0,5.94017125272043,7657,6.0730445341004,"0",7,"0"
"4505",19,"0",12,0,0,0,0,"1",0,0,1,"1",0,1,2,4,7.14755927118945,2381,0,"1",2,"1"
"4506",18,"0",8,1,0,0,0,"0",0,0,2,"0",0,3,1,0,6.84906628263346,5997,8.60739945930239,"0",7,"0"
"4507",14,"0",15,1,0,0,0,"0",0.064516129,0,2,"1",0,3,3,0,5.75257263882563,6991,8.41737285613403,"0",5,"0"
"4508",30,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.16478597392351,7495,0,"0",4,"0"
"4509",28,"0",7,1,0,0,0,"1",0,0,2,"0",2,4,2,0,5.96870755998537,5088,10.8892297174085,"1",5,"0"
"4510",24,"1",13,0,2,0,0,"0",0.153846154,0,3,"0",1,5,3,0,7.99833539595298,8347,0.693147180559945,"0",10,"1"
"4511",24,"0",8,1,0,0,0,"1",0,0,3,"0",0,4,2,1,5.29831736654804,2722,0,"1",0,"1"
"4512",24,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,5.40717177146012,3430,13.416098095584,"0",5,"0"
"4514",34,"0",8,0,0,0,0,"1",0.023809524,0.029411765,2,"0",1,1,5,0,4.76217393479776,7189,13.1041362683273,"1",2,"1"
"4517",20,"0",11,1,0,0,0,"1",0.042253521,0,2,"1",1,3,2,1,6.23048144757848,4971,0,"0",5,"0"
"4519",17,"0",14,0,0,0,0,"1",0.338709677,0,3,"0",1,2,1,0,5.72358510195238,8459,6.04263283368238,"0",7,"0"
"4522",20,"0",9,1,1,0,0,"0",0,0,3,"0",0,3,1,0,8.15478757276852,8048,7.86518795418747,"0",6,"0"
"4523",20,"0",16,0,0,0,1,"1",0.019607843,0,2,"0",0,2,3,0,5.29831736654804,1993,0,"1",0,"1"
"4525",33,"0",9,0,0,0,0,"1",0,0,3,"0",0,1,1,0,5.44241771052179,5614,15.8986218578371,"1",5,"1"
"4526",22,"0",9,0,0,0,0,"0",0,0,2,"1",0,0,1,0,6.9555926083963,5160,0,"0",8,"0"
"4527",36,"0",11,0,0,0,0,"0",0.111111111,0.166666667,3,"0",0,1,1,0,5.44673737166631,5612,0,"1",5,"1"
"4528",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.41610040220442,2332,13.8700716572567,"0",3,"0"
"4529",32,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.43372200355424,2328,11.9160611955171,"0",3,"0"
"4531",20,"0",9,1,1,0,0,"0",0,0,3,"0",0,3,1,0,8.15593633797239,8044,7.85593219971861,"0",6,"0"
"4532",38,"0",13,0,1,0,0,"1",0.083333333,0.157894737,3,"0",0,1,1,0,5.38449506278909,5626,0,"1",5,"1"
"4533",17,"0",18,0,0,0,0,"1",0,0,3,"1",0,2,2,4,4.9416424226093,4609,0,"1",3,"1"
"4534",27,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,6.01615715969835,5069,0,"0",2,"0"
"4535",38,"0",11,0,0,0,0,"1",0,0,3,"0",0,3,1,0,5.43372200355424,5616,0,"1",5,"1"
"4537",47,"0",10,1,0,0,0,"1",0,0,2,"1",1,7,2,2,5.99396142730657,331,0,"1",0,"1"
"4538",15,"0",21,0,0,0,0,"0",0.051724138,0,1,"0",0,0,1,0,5.4510384535657,4151,8.08085641964099,"0",6,"0"
"4539",13,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,3,0,6.60394382460047,1820,12.3122283449456,"0",4,"0"
"4540",17,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,10,0,0,139,0,"0",0,"0"
"4541",19,"0",11,0,0,0,0,"0",0,0,1,"0",0,2,3,0,4.969813299576,6431,14.2199371269774,"0",3,"0"
"4542",22,"0",7,1,0,0,0,"1",0,0,2,"0",1,4,3,0,6.10924758276437,7586,6.89669433162271,"0",5,"0"
"4544",27,"0",20,0,0,0,0,"0",0.071942446,0,2,"1",1,4,1,0,5.94542060860658,8019,0,"1",4,"1"
"4546",16,"0",8,0,0,0,0,"1",0,0,2,"0",1,1,4,0,5.65248918026865,1541,14.7606040782182,"0",0,"1"
"4547",17,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.51745289646471,8884,11.9152991328307,"0",4,"0"
"4550",15,"0",11,0,0,0,0,"1",0.043478261,0,2,"1",1,1,2,0,4.88280192258637,1330,0,"1",1,"1"
"4553",41,"0",7,0,0,0,0,"1",0,0,3,"0",1,1,7,0,5.2040066870768,4202,0,"1",0,"1"
"4554",41,"0",10,0,0,0,0,"0",0.116666667,0.12195122,3,"0",0,6,1,0,5.38449506278909,5627,0,"1",5,"1"
"4555",38,"0",6,0,0,0,0,"1",0.065217391,0.078947368,2,"0",0,5,13,0,6.4707995037826,1546,8.44891435066294,"1",2,"1"
"4556",21,"0",7,1,0,0,0,"0",0,0,2,"0",0,3,2,0,5.29831736654804,167,0,"0",0,"1"
"4557",19,"1",7,0,0,0,0,"0",0.137254902,0,1,"0",0,0,4,1,4.14313472639153,1398,15.4961434754085,"1",3,"0"
"4558",25,"0",9,0,0,0,0,"0",0,0,3,"1",1,1,2,0,4.78749174278205,2072,14.2690360402004,"1",4,"1"
"4559",24,"1",13,0,0,0,0,"1",0.219512195,0,3,"1",0,1,1,2,5.35185813347607,520,0,"1",0,"1"
"4560",17,"0",5,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.23110861685459,3466,13.4941641470788,"0",4,"0"
"4561",21,"0",5,1,0,0,0,"1",0,0,2,"0",1,3,3,0,4.64439089914137,1724,0,"0",0,"1"
"4562",16,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,5.63121178182137,4836,13.2353187787638,"0",3,"0"
"4563",44,"1",11,0,1,0,0,"0",0.169811321,0.204545455,3,"0",0,1,1,0,5.38449506278909,5627,0,"1",5,"1"
"4565",19,"0",10,1,0,0,0,"1",0,0,3,"0",1,3,3,0,7.41336733569524,4918,7.27931883541462,"1",5,"0"
